gene	cluster	q	p	overall_frequency	C1_nf	C2_nf	C3_nf	C4_nf	C5_nf	C1_f	C2_f	C3_f	C4_f	C5_f	C1_mut	C1_wt	C2_mut	C2_wt	C3_mut	C3_wt	C4_mut	C4_wt	C5_mut	C5_wt	C1_sum	C2_sum	C3_sum	C4_sum	C5_sum
E2F5	C2	0.289515540598784	0.1915680843191568	0.054441260744985676	0.10526315789473684	0.42105263157894735	0.10526315789473684	0.2631578947368421	0.10526315789473684	0.0057306590257879654	0.022922636103151862	0.0057306590257879654	0.014326647564469915	0.0057306590257879654	2	40	8	76	2	80	5	58	2	76	4	16	4	10	4
X6P21.33.DEL	C2	0.2954626191443004	0.2002579974200258	0.27507163323782235	0.14583333333333334	0.2708333333333333	0.17708333333333334	0.13541666666666666	0.2708333333333333	0.04011461318051576	0.07449856733524356	0.04871060171919771	0.03724928366762178	0.07449856733524356	14	28	26	58	17	65	13	50	26	52	14	28	17	13	28
TNIP1	C2	0.37237009828854595	0.26341736582634173	0.03724928366762178	0.0	0.38461538461538464	0.38461538461538464	0.15384615384615383	0.07692307692307691	0.0	0.014326647564469915	0.014326647564469915	0.0057306590257879654	0.0028653295128939827	0	42	5	79	5	77	2	61	1	77	0	10	10	4	2
RAB5B	C2	0.3852383351166488	0.2739472605273947	0.017191977077363897	0.0	0.6666666666666666	0.16666666666666666	0.0	0.16666666666666666	0.0	0.011461318051575931	0.0028653295128939827	0.0	0.0028653295128939827	0	42	4	80	1	81	0	63	1	77	0	8	2	0	2
OR8I2	C2	0.3947945056631908	0.2836671633283667	0.07736389684813753	0.07407407407407407	0.33333333333333337	0.11111111111111112	0.14814814814814814	0.33333333333333337	0.0057306590257879654	0.025787965616045846	0.008595988538681949	0.011461318051575931	0.025787965616045846	2	40	9	75	3	79	4	59	9	69	4	18	6	8	16
CD7	C2	0.498177314877569	0.38562614373856263	0.034383954154727794	0.0	0.4166666666666667	0.16666666666666666	0.08333333333333333	0.3333333333333333	0.0	0.014326647564469915	0.0057306590257879654	0.0028653295128939827	0.011461318051575931	0	42	5	79	2	80	1	62	4	74	0	10	4	2	8
X6P.AMP	C2	0.5018750760359696	0.39220607793922063	0.17765042979942694	0.06451612903225806	0.3225806451612903	0.24193548387096772	0.16129032258064516	0.20967741935483872	0.011461318051575931	0.05730659025787966	0.04297994269340974	0.02865329512893983	0.03724928366762178	4	38	20	64	15	67	10	53	13	65	4	21	16	12	13
TPTE	C2	0.5454695453045469	0.43637563624363757	0.07736389684813755	0.03703703703703703	0.3333333333333333	0.25925925925925924	0.22222222222222218	0.1481481481481481	0.0028653295128939827	0.025787965616045846	0.02005730659025788	0.017191977077363897	0.011461318051575931	1	41	9	75	7	75	6	57	4	74	2	18	13	12	8
SMO	C2	0.5623035935539262	0.45192548074519256	0.06303724928366762	0.18181818181818182	0.27272727272727276	0.09090909090909091	0.18181818181818182	0.27272727272727276	0.011461318051575931	0.017191977077363897	0.0057306590257879654	0.011461318051575931	0.017191977077363897	4	38	6	78	2	80	4	59	6	72	7	12	4	7	11
COPS6	C2	0.5949881410276806	0.4848051519484805	0.02865329512893983	0.0	0.39999999999999997	0.19999999999999998	0.3	0.09999999999999999	0.0	0.011461318051575931	0.0057306590257879654	0.008595988538681949	0.0028653295128939827	0	42	4	80	2	80	3	60	1	77	0	6	4	5	2
X3Q28.AMP	C2	0.6102182221421029	0.5017349826501735	0.04584527220630373	0.06249999999999999	0.4375	0.18749999999999997	0.18749999999999997	0.12499999999999999	0.0028653295128939827	0.02005730659025788	0.008595988538681949	0.008595988538681949	0.0057306590257879654	1	41	7	77	3	79	3	60	2	76	1	7	3	3	3
KRTAP5.1	C2	0.6294043254257723	0.5252947470525294	0.014326647564469913	0.0	0.4	0.2	0.4	0.0	0.0	0.0057306590257879654	0.0028653295128939827	0.0057306590257879654	0.0	0	42	2	82	1	81	2	61	0	78	0	4	2	4	0
ZC3H18	C2	0.6379988831690631	0.5387546124538755	0.06876790830945559	0.041666666666666664	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.2916666666666667	0.0028653295128939827	0.022922636103151862	0.011461318051575931	0.011461318051575931	0.02005730659025788	1	41	8	76	4	78	4	59	7	71	2	15	7	6	14
SPIB	C2	0.6629894740013639	0.5672243277567224	0.05157593123209169	0.0	0.2777777777777778	0.2777777777777778	0.16666666666666666	0.2777777777777778	0.0	0.014326647564469915	0.014326647564469915	0.008595988538681949	0.014326647564469915	0	42	5	79	5	77	3	60	5	73	0	9	9	5	7
X12P12.1.AMP	C2	0.7121150065095094	0.6198038019619804	0.025787965616045846	0.1111111111111111	0.4444444444444444	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.0028653295128939827	0.011461318051575931	0.0028653295128939827	0.0057306590257879654	0.0028653295128939827	1	41	4	80	1	81	2	61	1	77	2	5	1	3	1
TRAF6	C2	0.7797567593944313	0.6844531554684453	0.017191977077363897	0.16666666666666666	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.0	0.0028653295128939827	0.0057306590257879654	0.0057306590257879654	0.0028653295128939827	0.0	1	41	2	82	2	80	1	62	0	78	2	4	4	1	0
NEK5	C2	0.7983257667423326	0.7096229037709623	0.034383954154727794	0.16666666666666666	0.25	0.08333333333333333	0.25	0.25	0.0057306590257879654	0.008595988538681949	0.0028653295128939827	0.008595988538681949	0.008595988538681949	2	40	3	81	1	81	3	60	3	75	4	6	2	6	6
X6Q14.3.DEL	C2	0.8210830754762991	0.7328926710732893	0.07163323782234957	0.04	0.32	0.24000000000000002	0.16	0.24000000000000002	0.0028653295128939827	0.022922636103151862	0.017191977077363897	0.011461318051575931	0.017191977077363897	1	41	8	76	6	76	4	59	6	72	1	10	6	4	7
DCDC2B	C2	0.8265822300454682	0.7408625913740863	0.017191977077363897	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.0	0.3333333333333333	0.0028653295128939827	0.0057306590257879654	0.0028653295128939827	0.0	0.0057306590257879654	1	41	2	82	1	81	0	63	2	76	2	4	1	0	4
TMCO4	C2	0.8814381735700715	0.8128818711812882	0.028653295128939826	0.1	0.4	0.2	0.2	0.1	0.0028653295128939827	0.011461318051575931	0.0057306590257879654	0.0057306590257879654	0.0028653295128939827	1	41	4	80	2	80	2	61	1	77	2	8	3	2	1
X6Q14.1.DEL	C2	0.9022674479137562	0.8521414785852142	0.04011461318051576	0.07142857142857142	0.35714285714285715	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.0028653295128939827	0.014326647564469915	0.011461318051575931	0.0057306590257879654	0.0057306590257879654	1	41	5	79	4	78	2	61	2	76	1	7	4	2	2
KIAA0319	C2	0.9324734338863508	0.9013909860901391	0.028653295128939826	0.1	0.4	0.2	0.1	0.2	0.0028653295128939827	0.011461318051575931	0.0057306590257879654	0.0028653295128939827	0.0057306590257879654	1	41	4	80	2	80	1	62	2	76	1	8	3	2	4
CCDC159	C2	0.9324734338863508	0.9002409975900241	0.022922636103151862	0.125	0.375	0.125	0.125	0.25	0.0028653295128939827	0.008595988538681949	0.0028653295128939827	0.0028653295128939827	0.0057306590257879654	1	41	3	81	1	81	1	62	2	76	2	6	2	2	4
X21Q22.3.AMP	C2	1.0	1.0	0.011461318051575931	0.0	0.25	0.25	0.25	0.25	0.0	0.0028653295128939827	0.0028653295128939827	0.0028653295128939827	0.0028653295128939827	0	42	1	83	1	81	1	62	1	77	0	1	1	1	1
SV.BCL6	C3	8.437415625843743e-05	9.99990000099999e-06	0.22349570200573066	0.06410256410256411	0.15384615384615385	0.6666666666666667	0.05128205128205128	0.06410256410256411	0.014326647564469915	0.034383954154727794	0.1489971346704871	0.011461318051575931	0.014326647564469915	5	37	12	72	52	30	4	59	5	73	15	36	156	12	15
TNFAIP3	C3	8.437415625843743e-05	9.99990000099999e-06	0.1518624641833811	0.20754716981132074	0.05660377358490566	0.5660377358490566	0.07547169811320754	0.09433962264150944	0.03151862464183381	0.008595988538681949	0.08595988538681948	0.011461318051575931	0.014326647564469915	11	31	3	81	30	52	4	59	5	73	22	6	60	8	10
BTG2	C3	8.437415625843743e-05	9.99990000099999e-06	0.24355300859598852	0.21176470588235297	0.1647058823529412	0.31764705882352945	0.023529411764705882	0.2823529411764706	0.05157593123209169	0.04011461318051576	0.07736389684813753	0.0057306590257879654	0.06876790830945559	18	24	14	70	27	55	2	61	24	54	33	26	49	4	44
DTX1	C3	8.437415625843743e-05	9.99990000099999e-06	0.19197707736389688	0.208955223880597	0.07462686567164178	0.4029850746268656	0.11940298507462684	0.19402985074626863	0.04011461318051576	0.014326647564469915	0.07736389684813753	0.022922636103151862	0.03724928366762178	14	28	5	79	27	55	8	55	13	65	24	8	49	13	23
CD70	C3	8.437415625843743e-05	9.99990000099999e-06	0.10028653295128939	0.14285714285714288	0.0	0.7142857142857143	0.028571428571428574	0.1142857142857143	0.014326647564469915	0.0	0.07163323782234957	0.0028653295128939827	0.011461318051575931	5	37	0	84	25	57	1	62	4	74	10	0	50	2	7
NOTCH2	C3	8.437415625843743e-05	9.99990000099999e-06	0.08882521489971346	0.0	0.03225806451612904	0.8064516129032259	0.06451612903225808	0.09677419354838711	0.0	0.0028653295128939827	0.07163323782234957	0.0057306590257879654	0.008595988538681949	0	42	1	83	25	57	2	61	3	75	0	2	50	3	6
UBE2A	C3	8.437415625843743e-05	9.99990000099999e-06	0.06303724928366762	0.045454545454545456	0.045454545454545456	0.8181818181818182	0.0	0.09090909090909091	0.0028653295128939827	0.0028653295128939827	0.05157593123209169	0.0	0.0057306590257879654	1	41	1	83	18	64	0	63	2	76	2	2	36	0	4
ZEB2	C3	8.437415625843743e-05	9.99990000099999e-06	0.07736389684813753	0.11111111111111112	0.1851851851851852	0.6666666666666667	0.0	0.037037037037037035	0.008595988538681949	0.014326647564469915	0.05157593123209169	0.0	0.0028653295128939827	3	39	5	79	18	64	0	63	1	77	6	10	34	0	2
BCL10	C3	0.0001883702093211626	2.999970000299997e-05	0.08882521489971348	0.06451612903225805	0.16129032258064513	0.6451612903225805	0.06451612903225805	0.06451612903225805	0.0057306590257879654	0.014326647564469915	0.05730659025787966	0.0057306590257879654	0.0057306590257879654	2	40	5	79	20	62	2	61	2	76	4	10	40	4	4
BCL7A	C3	0.0006749932500674994	0.00013999860001399987	0.11461318051575932	0.25	0.049999999999999996	0.37499999999999994	0.22499999999999998	0.09999999999999999	0.02865329512893983	0.0057306590257879654	0.04297994269340974	0.025787965616045846	0.011461318051575931	10	32	2	82	15	67	9	54	4	74	19	4	26	18	8
BCL6	C3	0.0009152450848372871	0.0001999980000199998	0.09169054441260746	0.18749999999999997	0.0	0.4375	0.21875	0.15625	0.017191977077363897	0.0	0.04011461318051576	0.02005730659025788	0.014326647564469915	6	36	0	84	14	68	7	56	5	73	12	0	28	14	9
HIST1H1E	C3	0.0010180226066591792	0.00022999770002299976	0.22063037249283668	0.24675324675324675	0.12987012987012989	0.3116883116883117	0.16883116883116883	0.14285714285714285	0.054441260744985676	0.02865329512893983	0.06876790830945559	0.03724928366762178	0.03151862464183381	19	23	10	74	24	58	13	50	11	67	36	19	45	23	20
CD58	C3	0.0017742679716059983	0.0004599954000459995	0.10028653295128939	0.14285714285714288	0.05714285714285715	0.5142857142857143	0.08571428571428572	0.20000000000000004	0.014326647564469915	0.0057306590257879654	0.05157593123209169	0.008595988538681949	0.02005730659025788	5	37	2	82	18	64	3	60	7	71	10	4	36	6	14
B2M	C3	0.001997240301569587	0.0005399946000539995	0.12607449856733524	0.18181818181818182	0.25	0.38636363636363635	0.15909090909090912	0.022727272727272728	0.022922636103151862	0.03151862464183381	0.04871060171919771	0.02005730659025788	0.0028653295128939827	8	34	11	73	17	65	7	56	1	77	16	22	34	14	2
MAP2K1	C3	0.008751636621564817	0.002819971800281997	0.03724928366762178	0.0	0.07692307692307691	0.4615384615384615	0.4615384615384615	0.0	0.0	0.0028653295128939827	0.017191977077363897	0.017191977077363897	0.0	0	42	1	83	6	76	6	57	0	78	0	2	11	12	0
CXCR4	C3	0.01044385160543999	0.0035199648003519965	0.04011461318051576	0.35714285714285715	0.07142857142857142	0.42857142857142855	0.14285714285714285	0.0	0.014326647564469915	0.0028653295128939827	0.017191977077363897	0.0057306590257879654	0.0	5	37	1	83	6	76	2	61	0	78	10	2	12	4	0
HIST1H2AC	C3	0.011510411211677356	0.004049959500404996	0.11461318051575932	0.25	0.09999999999999999	0.37499999999999994	0.09999999999999999	0.17500000000000002	0.02865329512893983	0.011461318051575931	0.04297994269340974	0.011461318051575931	0.02005730659025788	10	32	4	80	15	67	4	59	7	71	15	6	26	6	13
SPEN	C3	0.011615508844911552	0.004129958700412996	0.1002865329512894	0.11428571428571427	0.11428571428571427	0.5142857142857142	0.11428571428571427	0.14285714285714285	0.011461318051575931	0.011461318051575931	0.05157593123209169	0.011461318051575931	0.014326647564469915	4	38	4	80	18	64	4	59	5	73	7	8	35	6	9
EBF1	C3	0.018062819371806284	0.0066899331006689934	0.11461318051575932	0.17500000000000002	0.17500000000000002	0.37499999999999994	0.22499999999999998	0.049999999999999996	0.02005730659025788	0.02005730659025788	0.04297994269340974	0.025787965616045846	0.0057306590257879654	7	35	7	77	15	67	9	54	2	76	14	14	29	17	3
YY1	C3	0.018663891030992603	0.0071199288007119926	0.04011461318051576	0.2857142857142857	0.0	0.5	0.07142857142857142	0.14285714285714285	0.011461318051575931	0.0	0.02005730659025788	0.0028653295128939827	0.0057306590257879654	4	38	0	84	7	75	1	62	2	76	8	0	13	2	4
CXCR5	C3	0.020074799252007478	0.007899921000789992	0.040114613180515755	0.2142857142857143	0.14285714285714288	0.5714285714285715	0.07142857142857144	0.0	0.008595988538681949	0.0057306590257879654	0.022922636103151862	0.0028653295128939827	0.0	3	39	2	82	8	74	1	62	0	78	6	4	15	1	0
FAS	C3	0.024076823451948965	0.009719902800971991	0.11174785100286534	0.10256410256410255	0.15384615384615383	0.3333333333333333	0.3333333333333333	0.07692307692307691	0.011461318051575931	0.017191977077363897	0.03724928366762178	0.03724928366762178	0.008595988538681949	4	38	6	78	13	69	13	50	3	75	8	12	26	26	6
TMEM30A	C3	0.026172711245860514	0.010759892401075988	0.0830945558739255	0.06896551724137931	0.10344827586206896	0.4827586206896552	0.06896551724137931	0.27586206896551724	0.0057306590257879654	0.008595988538681949	0.04011461318051576	0.0057306590257879654	0.022922636103151862	2	40	3	81	14	68	2	61	8	70	4	6	28	4	16
SMG7	C3	0.029320759423984707	0.012379876201237988	0.04011461318051576	0.21428571428571427	0.0	0.5	0.21428571428571427	0.07142857142857142	0.008595988538681949	0.0	0.02005730659025788	0.008595988538681949	0.0028653295128939827	3	39	0	84	7	75	3	60	1	77	5	0	13	6	2
ETS1	C3	0.04419186577364995	0.01914980850191498	0.08595988538681948	0.03333333333333333	0.06666666666666667	0.4	0.2	0.30000000000000004	0.0028653295128939827	0.0057306590257879654	0.034383954154727794	0.017191977077363897	0.025787965616045846	1	41	2	82	12	70	6	57	9	69	2	4	24	12	17
X3Q28.DEL	C3	0.05263812908089406	0.023199768002319977	0.06876790830945559	0.25	0.25	0.375	0.041666666666666664	0.08333333333333333	0.017191977077363897	0.017191977077363897	0.025787965616045846	0.0028653295128939827	0.0057306590257879654	6	36	6	78	9	73	1	62	2	76	6	6	10	1	2
FADD	C3	0.05779227922006494	0.026549734502654975	0.028653295128939826	0.0	0.1	0.5000000000000001	0.4	0.0	0.0	0.0028653295128939827	0.014326647564469915	0.011461318051575931	0.0	0	42	1	83	5	77	4	59	0	78	0	2	10	8	0
X5Q.AMP	C3	0.058591540068851276	0.02755972440275597	0.1146131805157593	0.1	0.325	0.375	0.12500000000000003	0.07500000000000001	0.011461318051575931	0.03724928366762178	0.04297994269340974	0.014326647564469915	0.008595988538681949	4	38	13	71	15	67	5	58	3	75	4	13	15	5	3
CCDC27	C3	0.10111703394244254	0.04980950190498095	0.02865329512893983	0.0	0.09999999999999999	0.6	0.0	0.3	0.0	0.0028653295128939827	0.017191977077363897	0.0	0.008595988538681949	0	42	1	83	6	76	0	63	3	75	0	2	11	0	6
FCRL3	C3	0.10269823772350513	0.05172948270517295	0.03724928366762178	0.07692307692307691	0.30769230769230765	0.5384615384615384	0.0	0.07692307692307691	0.0028653295128939827	0.011461318051575931	0.02005730659025788	0.0	0.0028653295128939827	1	41	4	80	7	75	0	63	1	77	2	7	12	0	2
MYD88.OTHER	C3	0.11891535760901384	0.06121938780612194	0.12034383954154727	0.023809523809523808	0.2142857142857143	0.35714285714285715	0.11904761904761905	0.28571428571428575	0.0028653295128939827	0.025787965616045846	0.04297994269340974	0.014326647564469915	0.034383954154727794	1	41	9	75	15	67	5	58	12	66	2	18	30	10	23
RHOA	C3	0.12341365948042647	0.06444935550644494	0.04011461318051576	0.0	0.07142857142857142	0.5	0.2857142857142857	0.14285714285714285	0.0	0.0028653295128939827	0.02005730659025788	0.011461318051575931	0.0057306590257879654	0	42	1	83	7	75	4	59	2	76	0	2	13	8	4
DAZAP1	C3	0.13377138955883167	0.07084929150708492	0.060171919770773644	0.0	0.23809523809523808	0.38095238095238093	0.047619047619047616	0.3333333333333333	0.0	0.014326647564469915	0.022922636103151862	0.0028653295128939827	0.02005730659025788	0	42	5	79	8	74	1	62	7	71	0	9	16	1	13
NFKBIE	C3	0.17944986113052777	0.1003589964100359	0.06017191977077363	0.14285714285714288	0.09523809523809525	0.4761904761904763	0.14285714285714288	0.14285714285714288	0.008595988538681949	0.0057306590257879654	0.02865329512893983	0.008595988538681949	0.008595988538681949	3	39	2	82	10	72	3	60	3	75	6	3	19	6	6
IRF8	C3	0.2161174590785738	0.12646873531264688	0.09742120343839542	0.11764705882352941	0.14705882352941177	0.3235294117647059	0.29411764705882354	0.11764705882352941	0.011461318051575931	0.014326647564469915	0.03151862464183381	0.02865329512893983	0.011461318051575931	4	38	5	79	11	71	10	53	4	74	7	10	22	18	7
PAX5	C3	0.21771291721045052	0.12820871791282087	0.04011461318051576	0.21428571428571427	0.0	0.2857142857142857	0.21428571428571427	0.2857142857142857	0.008595988538681949	0.0	0.011461318051575931	0.008595988538681949	0.011461318051575931	3	39	0	84	4	78	3	60	4	74	6	0	8	5	8
IKZF3	C3	0.23074769252307475	0.13844861551384485	0.04871060171919771	0.11764705882352941	0.058823529411764705	0.47058823529411764	0.11764705882352941	0.23529411764705882	0.0057306590257879654	0.0028653295128939827	0.022922636103151862	0.0057306590257879654	0.011461318051575931	2	40	1	83	8	74	2	61	4	74	4	2	16	4	8
POU2F2	C3	0.23199890700479497	0.14005859941400586	0.07163323782234957	0.08	0.08	0.4	0.16	0.28	0.0057306590257879654	0.0057306590257879654	0.02865329512893983	0.011461318051575931	0.02005730659025788	2	40	2	82	10	72	4	59	7	71	4	4	20	7	12
CCND3	C3	0.2506771339472234	0.15504844951550484	0.10601719197707737	0.1081081081081081	0.24324324324324323	0.3513513513513513	0.05405405405405405	0.24324324324324323	0.011461318051575931	0.025787965616045846	0.03724928366762178	0.0057306590257879654	0.025787965616045846	4	38	9	75	13	69	2	61	9	69	8	18	26	4	18
LYN	C3	0.2847372689063807	0.1813881861181388	0.034383954154727794	0.0	0.25	0.4166666666666667	0.0	0.3333333333333333	0.0	0.008595988538681949	0.014326647564469915	0.0	0.011461318051575931	0	42	3	81	5	77	0	63	4	74	0	5	10	0	8
CSF2RB	C3	0.28997113343783687	0.1943880561194388	0.034383954154727794	0.0	0.3333333333333333	0.4166666666666667	0.0	0.25	0.0	0.011461318051575931	0.014326647564469915	0.0	0.008595988538681949	0	42	4	80	5	77	0	63	3	75	0	6	8	0	5
PABPC1	C3	0.33497084383994874	0.23075769242307578	0.025787965616045846	0.2222222222222222	0.2222222222222222	0.4444444444444444	0.1111111111111111	0.0	0.0057306590257879654	0.0057306590257879654	0.011461318051575931	0.0028653295128939827	0.0	2	40	2	82	4	78	1	62	0	78	4	3	8	2	0
CIITA	C3	0.33943946274822967	0.23646763532364676	0.08022922636103151	0.2142857142857143	0.1785714285714286	0.25000000000000006	0.25000000000000006	0.10714285714285715	0.017191977077363897	0.014326647564469915	0.02005730659025788	0.02005730659025788	0.008595988538681949	6	36	5	79	7	75	7	56	3	75	12	8	13	13	6
METTL22	C3	0.350357022745562	0.24654753452465475	0.014326647564469913	0.2	0.0	0.6000000000000001	0.0	0.2	0.0028653295128939827	0.0	0.008595988538681949	0.0	0.0028653295128939827	1	41	0	84	3	79	0	63	1	77	2	0	6	0	1
TLR2	C3	0.4157958420415796	0.3032469675303247	0.028653295128939826	0.2	0.30000000000000004	0.4	0.0	0.1	0.0057306590257879654	0.008595988538681949	0.011461318051575931	0.0	0.0028653295128939827	2	40	3	81	4	78	0	63	1	77	4	6	8	0	2
HIST1H2BD	C3	0.419866153097263	0.3094569054309457	0.03724928366762178	0.23076923076923075	0.07692307692307691	0.30769230769230765	0.07692307692307691	0.30769230769230765	0.008595988538681949	0.0028653295128939827	0.011461318051575931	0.0028653295128939827	0.011461318051575931	3	39	1	83	4	78	1	62	4	74	4	1	6	1	7
ANKRD40	C3	0.45476764744547676	0.34528654713452867	0.014326647564469913	0.0	0.0	0.6000000000000001	0.2	0.2	0.0	0.0	0.008595988538681949	0.0028653295128939827	0.0028653295128939827	0	42	0	84	3	79	1	62	1	77	0	0	6	2	2
HIST1H2AG	C3	0.4640823156985821	0.35579644203557964	0.07163323782234957	0.24000000000000002	0.16	0.28	0.12000000000000001	0.2	0.017191977077363897	0.011461318051575931	0.02005730659025788	0.008595988538681949	0.014326647564469915	6	36	4	80	7	75	3	60	5	73	10	7	11	6	8
NAV1	C3	0.4640823156985821	0.35465645343546565	0.05730659025787966	0.049999999999999996	0.09999999999999999	0.35000000000000003	0.19999999999999998	0.3	0.0028653295128939827	0.0057306590257879654	0.02005730659025788	0.011461318051575931	0.017191977077363897	1	41	2	82	7	75	4	59	6	72	2	4	12	7	9
SIRT5	C3	0.5406727328075557	0.4305356946430536	0.034383954154727794	0.25	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.08333333333333333	0.008595988538681949	0.0057306590257879654	0.011461318051575931	0.0057306590257879654	0.0028653295128939827	3	39	2	82	4	78	2	61	1	77	6	4	7	4	2
MSL2	C3	0.5406727328075557	0.4271057289427106	0.017191977077363897	0.0	0.3333333333333333	0.5	0.16666666666666666	0.0	0.0	0.0057306590257879654	0.008595988538681949	0.0028653295128939827	0.0	0	42	2	82	3	79	1	62	0	78	0	4	6	2	0
IL6	C3	0.6112063879361207	0.5070149298507015	0.025787965616045846	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.0	0.2222222222222222	0.0057306590257879654	0.0057306590257879654	0.008595988538681949	0.0	0.0057306590257879654	2	40	2	82	3	79	0	63	2	76	4	4	6	0	4
GLDC	C3	0.6294267453801233	0.5291847081529185	0.04584527220630373	0.0	0.18749999999999997	0.3125	0.18749999999999997	0.3125	0.0	0.008595988538681949	0.014326647564469915	0.008595988538681949	0.014326647564469915	0	42	3	81	5	77	3	60	5	73	0	6	10	6	9
TMC1	C3	0.640820983094517	0.5458845411545885	0.022922636103151862	0.0	0.125	0.5	0.125	0.25	0.0	0.0028653295128939827	0.011461318051575931	0.0028653295128939827	0.0057306590257879654	0	42	1	83	4	78	1	62	2	76	0	2	8	2	3
INTS3	C3	0.7061646121736207	0.6093939060609393	0.017191977077363897	0.0	0.3333333333333333	0.5	0.0	0.16666666666666666	0.0	0.0057306590257879654	0.008595988538681949	0.0	0.0028653295128939827	0	42	2	82	3	79	0	63	1	77	0	3	4	0	2
UVRAG	C3	0.7083275321092942	0.6138838611613884	0.017191977077363897	0.16666666666666666	0.16666666666666666	0.5	0.0	0.16666666666666666	0.0028653295128939827	0.0028653295128939827	0.008595988538681949	0.0	0.0028653295128939827	1	41	1	83	3	79	0	63	1	77	2	1	6	0	2
RUSC1	C3	0.7759104612343707	0.6782032179678203	0.034383954154727794	0.16666666666666666	0.08333333333333333	0.25	0.25	0.25	0.0057306590257879654	0.0028653295128939827	0.008595988538681949	0.008595988538681949	0.008595988538681949	2	40	1	83	3	79	3	60	3	75	4	2	6	6	6
ARHGEF6	C3	0.7882565525809178	0.6977530224697753	0.014326647564469913	0.2	0.2	0.4	0.2	0.0	0.0028653295128939827	0.0028653295128939827	0.0057306590257879654	0.0028653295128939827	0.0	1	41	1	83	2	80	1	62	0	78	1	2	4	2	0
HEATR5B	C3	0.830080588083008	0.7470725292747072	0.03151862464183381	0.09090909090909091	0.09090909090909091	0.27272727272727276	0.27272727272727276	0.27272727272727276	0.0028653295128939827	0.0028653295128939827	0.008595988538681949	0.008595988538681949	0.008595988538681949	1	41	1	83	3	79	3	60	3	75	2	2	4	6	5
DOCK1	C3	0.8504914950850492	0.7747322526774733	0.10028653295128939	0.1142857142857143	0.17142857142857143	0.3142857142857143	0.17142857142857143	0.2285714285714286	0.011461318051575931	0.017191977077363897	0.03151862464183381	0.017191977077363897	0.022922636103151862	4	38	6	78	11	71	6	57	8	70	8	11	21	11	14
KAT6B	C3	0.8504914950850492	0.7748922510774893	0.045845272206303724	0.125	0.25	0.31250000000000006	0.0625	0.25	0.0057306590257879654	0.011461318051575931	0.014326647564469915	0.0028653295128939827	0.011461318051575931	2	40	4	80	5	77	1	62	4	74	3	7	8	2	7
ZNF444	C3	0.8809968351929385	0.8092119078809212	0.07163323782234958	0.11999999999999998	0.15999999999999998	0.27999999999999997	0.23999999999999996	0.19999999999999998	0.008595988538681949	0.011461318051575931	0.02005730659025788	0.017191977077363897	0.014326647564469915	3	39	4	80	7	75	6	57	5	73	6	8	14	12	10
VEZF1	C3	0.8888419115808841	0.8230017699823001	0.017191977077363897	0.0	0.16666666666666666	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.0	0.0028653295128939827	0.0057306590257879654	0.0057306590257879654	0.0028653295128939827	0	42	1	83	2	80	2	61	1	77	0	2	4	4	1
DACH1	C3	0.9010787844877457	0.8476815231847682	0.08309455587392552	0.10344827586206895	0.17241379310344826	0.24137931034482757	0.24137931034482757	0.24137931034482757	0.008595988538681949	0.014326647564469915	0.02005730659025788	0.02005730659025788	0.02005730659025788	3	39	5	79	7	75	7	56	7	71	6	9	12	13	14
PRKCB	C3	0.9010787844877457	0.8469015309846901	0.05730659025787966	0.15	0.25	0.3	0.09999999999999999	0.19999999999999998	0.008595988538681949	0.014326647564469915	0.017191977077363897	0.0057306590257879654	0.011461318051575931	3	39	5	79	6	76	2	61	4	74	5	10	12	3	8
GABRA2	C3	0.9389541085577737	0.9123408765912341	0.022922636103151865	0.12499999999999999	0.24999999999999997	0.37499999999999994	0.12499999999999999	0.12499999999999999	0.0028653295128939827	0.0057306590257879654	0.008595988538681949	0.0028653295128939827	0.0028653295128939827	1	41	2	82	3	79	1	62	1	77	2	4	6	1	2
HIST1H3B	C3	0.9389541085577737	0.9146108538914611	0.03724928366762178	0.15384615384615383	0.15384615384615383	0.23076923076923075	0.23076923076923075	0.23076923076923075	0.0057306590257879654	0.0057306590257879654	0.008595988538681949	0.008595988538681949	0.008595988538681949	2	40	2	82	3	79	3	60	3	75	4	4	4	6	4
NLRP8	C3	0.9602768633967795	0.945160548394516	0.02865329512893983	0.09999999999999999	0.19999999999999998	0.3	0.09999999999999999	0.3	0.0028653295128939827	0.0057306590257879654	0.008595988538681949	0.0028653295128939827	0.008595988538681949	1	41	2	82	3	79	1	62	3	75	2	3	6	2	5
C9ORF43	C3	0.9799496800571027	0.975760242397576	0.04011461318051576	0.07142857142857142	0.21428571428571427	0.2857142857142857	0.21428571428571427	0.21428571428571427	0.0028653295128939827	0.008595988538681949	0.011461318051575931	0.008595988538681949	0.008595988538681949	1	41	3	81	4	78	3	60	3	75	2	6	8	6	5
